,title,genre,votes,rating,release_year,plot,poster,imdb_id
736,Chicago Justice,Crime,3302.0,6.8,2017,"The State's Attorney's dedicated team of prosecutors and investigators navigates heated city politics and controversy head-on,while fearlessly pursuing justice.",https://m.media-amazon.com/images/M/MV5BZjYxMTkyMDYtMDkyMC00ZGU1LThkNjgtZjc2NjFkNmMzNTJiXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_SX300.jpg,tt5640060
737,NXT TakeOver: Chicago II,Action,196.0,8.4,2018,"The superstars of NXT returns to the Windy City,to once again,to fight each other for the right to be call the best.",https://m.media-amazon.com/images/M/MV5BOWNlYjk2ZTktM2UyNy00NjFiLThjMzUtZTZiM2NkY2M5ODExXkEyXkFqcGdeQXVyMzQwNDk2ODM@._V1_SX300.jpg,tt8517306
739,Viva Las Vegas,Comedy,6259.0,6.4,1964,"Race car driver Lucky Jackson goes to Las Vegas to earn money to pay for a new engine for his motor car. Working as a waiter,he still finds the time to court young Rusty Martin.",https://m.media-amazon.com/images/M/MV5BMDM3NTlhZmYtYjIxNy00NGY4LThkZTItMzBjYzMyNGUwOWNhXkEyXkFqcGdeQXVyMjE5MzM3MjA@._V1_SX300.jpg,tt0058725
741,The Las Vegas Hillbillys,Comedy,147.0,4.8,1966,A Hillbilly hits the big time in Las Vegas.,https://m.media-amazon.com/images/M/MV5BMTI4ODI4MjI3NF5BMl5BanBnXkFtZTcwNjU3MTgxMQ@@._V1_SX300.jpg,tt0060618
743,They Came to Rob Las Vegas,Crime,485.0,6.1,1968,A casino blackjack dealer plots with his girlfriend and a group of criminals to hijack and rob an armored car carrying a $7 million in cash while it's in route between Las Vegas and Los Angeles.,https://m.media-amazon.com/images/M/MV5BNGQzZmNhOTQtMzAxOC00ZWQ4LThjNzEtY2FhNTgyNzVhZjlmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,tt0063684
746,Las Vegas Gambit,Family,11.0,5.5,1972,Game show based on blackjack using giant playing cards.,N/A,tt0192898
749,Las Vegas Lady,Crime,120.0,4.6,1975,"In Las Vegas,Lucky and two of her girlfriends,Carol and Lisa,plan to steal half a million dollars from the sadistic manager of the Circus Circus Casino. A shadowy man is their contact ...",https://m.media-amazon.com/images/M/MV5BMTc4OTM4MDEzOV5BMl5BanBnXkFtZTcwMDU0NDYyMQ@@._V1_SX300.jpg,tt0074775
751,Benny and Barney: Las Vegas Undercover,Comedy,11.0,7.4,1977,Two Las Vegas cops go undercover as a singing and dancing act to investigate the kidnapping of an entertainer.,N/A,tt0075741
752,Bernard Manning in Las Vegas,Documentary,6.0,6.2,1978,N/A,N/A,tt0181200
758,The Vegas Strip War,Drama,123.0,5.4,1984,"Neil Chaine,a charming Las Vegas hotel/casino owner,tries to turn his decaying building into the Strip's top attraction to avenge his outing by his former partners who run a more fancy ...",https://m.media-amazon.com/images/M/MV5BYjA5YjI5OTctZTA1OS00YjEzLWFkMDQtZjJmZDM4NDEzNzNhXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,tt0088342
760,Las Vegas Serial Killer,Horror,116.0,2.6,1986,"August 31,1986: Dangerously unhinged serial killer Johnathan Glick gets released from the Nevada State Penitentiary on a technicality. Three days after his release Johnathan arrives in Las...",https://m.media-amazon.com/images/M/MV5BMTc1MTk5NjMwNl5BMl5BanBnXkFtZTcwMjg5NzkyMQ@@._V1_SX300.jpg,tt0091380
761,Cinco nacos asaltan Las Vegas,Action,23.0,6.5,1987,N/A,N/A,tt0284807
762,Las Vegas Bloodbath,Horror,194.0,2.5,1989,"After Sam's wife has betrayed him,he goes on a bloody killing spree in Las Vegas.",https://m.media-amazon.com/images/M/MV5BZjRlMGUyNDItZjU3Mi00M2FiLWFmMDQtMjJkNWUxZGQwYzlmXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg,tt0240670
763,Little Vegas,Comedy,62.0,5.5,1990,"A cast of misfits,refugees from checkered pasts,alcoholic binges and unrequited loves,each seek something different from this scorched wasteland and each other.",https://m.media-amazon.com/images/M/MV5BMTg5NDU1NjM4Nl5BMl5BanBnXkFtZTcwMTM5OTEyMQ@@._V1_SX300.jpg,tt0100036
764,Vegas in Space,Comedy,309.0,4.4,1991,Three soldiers are ordered to change their gender (via a pill) and are sent on a secret mission (undercover as show girls) to the women only planet of Clitoris' capital city 'Vegas in Space...,https://m.media-amazon.com/images/M/MV5BMTU4OTUyNDYzNV5BMl5BanBnXkFtZTcwNDQ2MjgxMQ@@._V1_SX300.jpg,tt0103192
765,Honeymoon in Vegas,Comedy,16305.0,5.8,1992,"Jack loses $65000 in poker in Las Vegas,where he's marrying Betsy. The wedding'll have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?",https://m.media-amazon.com/images/M/MV5BYzA3ODllYTgtMWM4NC00MmNiLThhYTctNzdkNTQzZTA4YmM1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,tt0104438
767,Saved by the Bell: Wedding in Las Vegas,Comedy,2775.0,6.4,1994,"In this conclusion of the long running series it finally happens: Kelly and Zack will marry. Zack's parents are against the early commitment and Kelly's parents can't afford it,so only the...",https://m.media-amazon.com/images/M/MV5BZDE4ZjhhZmQtYTU4Ny00ZmU5LTkwYjQtNTVkZGRhNmE3ZWRmXkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_SX300.jpg,tt0111081
768,Leaving Las Vegas,Drama,110187.0,7.5,1995,"Ben Sanderson,a Hollywood screenwriter who lost everything because of his alcoholism,arrives in Las Vegas to drink himself to death. There,he meets and forms an uneasy friendship and non-interference pact with prostitute Sera..",https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX300.jpg,tt0113627
769,The Real Las Vegas,Documentary,22.0,7.9,1996,It's a city that's larger than life. A city without limits. A glittering mecca of excess and forbidden desires. THE REAL LAS VEGAS tells the fascinating story of this fabled place and the ...,https://m.media-amazon.com/images/M/MV5BMTExNjM4NTgxOTNeQTJeQWpwZ15BbWU3MDE2OTU1MTE@._V1_SX300.jpg,tt0319727
770,Vegas Vacation,Comedy,42513.0,6.0,1997,"In the fourth outing for the vacation franchise,the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",https://m.media-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0120434
771,Fear and Loathing in Las Vegas,Adventure,249523.0,7.6,1998,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,https://m.media-amazon.com/images/M/MV5BNjA2ZDY3ZjYtZmNiMC00MDU5LTgxMWEtNzk1YmI3NzdkMTU0XkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg,tt0120669
772,The Conmen in Vegas,Comedy,376.0,5.5,1999,"The story directly follows The Conman,where Dragon's sister,Ching,have gone to study in Canada. After King and Dragon defeat Macau Mon,they become swindling partners.",https://m.media-amazon.com/images/M/MV5BZDBjZTMwNDYtZjc1Ny00YzVmLTk5ZjItYTRmZTI4YjQzYzdiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,tt0208871
773,The Flintstones in Viva Rock Vegas,Comedy,20546.0,3.6,2000,"In this live-action prequel to The Flintstones (1994 the Flintstones and the Rubbles go on a trip to Rock Vegas,where Wilma Slaghoople (Kristen Johnston) is pursued by playboy Chip Rockefeller (Thomas Gibson).",https://m.media-amazon.com/images/M/MV5BNTUzYzQzMGQtNTYyNS00NmUzLThmZmUtMmIyNjQzNDU4YWYwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,tt0158622
775,VH1 Divas Las Vegas,Music,80.0,6.6,2002,N/A,https://m.media-amazon.com/images/M/MV5BOTY3OTUzNTE2OV5BMl5BanBnXkFtZTcwOTgyNDcxMQ@@._V1_SX300.jpg,tt0324402
776,Las Vegas,Crime,25120.0,7.4,2003,"Welcome to the Montecito Resort and Casino in Las Vegas,where you can do anything you want,but Ed Deline and his crack surveillance team will be watching. Just remember: what happens in Vegas stays in Vegas.",https://m.media-amazon.com/images/M/MV5BMTk2Mjc0NTM2N15BMl5BanBnXkFtZTcwNTI5OTU3MQ@@._V1_SX300.jpg,tt0364828
777,Breaking Vegas,Documentary,201.0,7.2,2004,Documentary tracing the attempts of a team of Massachusetts Institute of Technology Institue students to become rich playing blackjack at casinos throughout the United States and the attempts of the casinos' management to thwart them.,https://m.media-amazon.com/images/M/MV5BMjAzMzMzOTg1NV5BMl5BanBnXkFtZTcwNjMzODUyMQ@@._V1_SX300.jpg,tt0402075
778,Sex Games Vegas,Drama,116.0,6.5,2005,"Cal and Mona Barrish are known for their big,over the top parties. The guest lists are large,the people are interesting,and the entertainment is second to none. The party is just the ...",https://m.media-amazon.com/images/M/MV5BNTQxYjc4MDQtMGJjNC00NTQ4LWFlMTktMWEwYjA0MzVkYWY3XkEyXkFqcGdeQXVyNDkyODgyMjE@._V1_SX300.jpg,tt0463834
779,"Vegas,Baby",Adventure,4450.0,4.7,2006,Five friends road trip to Las Vegas for a bachelor party.,https://m.media-amazon.com/images/M/MV5BMTUxMTc1ODE1NF5BMl5BanBnXkFtZTcwNTM1NzIzMQ@@._V1_SX300.jpg,tt0432373
780,Louis Theroux: Gambling in Las Vegas,Documentary,1162.0,7.4,2007,Louis Theroux goes to the heart of gambling culture in Las Vegas.,https://m.media-amazon.com/images/M/MV5BMjEwOTg1ODg0N15BMl5BanBnXkFtZTgwNzMzMjcwMzE@._V1_SX300.jpg,tt1235535
781,What Happens in Vegas,Comedy,160866.0,6.1,2008,"A man and a woman are compelled,for legal reasons,to live life as a couple for a limited period of time. At stake is a large amount of money.",https://m.media-amazon.com/images/M/MV5BMTIxNzMwOTU3OF5BMl5BanBnXkFtZTcwMzk0NTM2MQ@@._V1_SX300.jpg,tt1033643
782,Vegas,Drama,588.0,6.5,2009,"You don't choose your family. You choose your friends. Vegas is the story of Thomas,Marianne and Terje - three teenagers with nowhere to go. After witnessing his mother being beaten up,...",https://m.media-amazon.com/images/M/MV5BMjA1MTkzNDcyNl5BMl5BanBnXkFtZTcwNjUwMzAwMw@@._V1_SX300.jpg,tt1255956
783,Venus & Vegas,Action,482.0,4.0,2010,"When three Vegas buddies attempt the score of a lifetime,they have to walk a fine line between their girlfriends who want their heads,and the mobsters who want them dead.",https://m.media-amazon.com/images/M/MV5BODgzNDA4MzczNl5BMl5BanBnXkFtZTcwOTY5Mjk0OA@@._V1_SX300.jpg,tt0423474
784,Flipping Vegas,Reality-TV,485.0,4.5,2011,"Scott Yancey goes around the town of Las Vegas,Navada buying and flipping homes. Scott,along with help from his team of realtors,find houses for steals of a deal. After what always seems...",https://m.media-amazon.com/images/M/MV5BMDk5ZTE4MjAtMWUyZi00YWNlLWJhMzItMDUyNTc4NTFjMGQxXkEyXkFqcGdeQXVyMTYxNjUyNjI@._V1_SX300.jpg,tt1714050
785,Vegas 2012,Action,7047.0,7.3,2012,"Ralph Lamb,a former MP for the US Army,becomes sheriff. His brother,Jack,and his son,Dixon,are deputized. Meanwhile,Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino.",https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzgzOV5BMl5BanBnXkFtZTcwNDAxOTgxOA@@._V1_SX300.jpg,tt2262383
786,Last Vegas,Comedy,124330.0,6.6,2013,Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,https://m.media-amazon.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,tt1204975
787,Vegas (doc),Documentary,5.0,9.4,2014,A look behind the lights in this portrait of the unseen corners of Las Vegas.,https://m.media-amazon.com/images/M/MV5BNTY0ODQ0ODEzOF5BMl5BanBnXkFtZTgwMDExMzU3OTE@._V1_SX300.jpg,tt2760492
789,From Vegas to Macau III,Comedy,3041.0,2.2,2016,"Ken is holding a wedding ceremony in Macau for her daughter,Rainbow,who is marrying his protege,Vincent. Ken's best buddies,Vic and Mark,are invited to the wedding. On the wedding day ...",https://m.media-amazon.com/images/M/MV5BYmRlYTI2NDUtMDA1OC00YmRjLTg1YjctNzRiMmEyNTk3NmQzXkEyXkFqcGdeQXVyNjUzMDM5OTM@._V1_SX300.jpg,tt5237980
790,Flip or Flop Vegas,Reality-TV,284.0,5.4,2017,"MMA fighter Bristol Marunde and his wife scoop up neglected homes in Las Vegas,Nevada. Using his demo strength and her design sense,they'll create stunning showplaces with the hopes of winning big in Sin City.",https://m.media-amazon.com/images/M/MV5BMjY1YzIyOTItMWZlMS00OGNjLWEyOTEtZmQ4ZjA3ZTFmNzZhXkEyXkFqcGdeQXVyMDAwMDAwMw@@._V1_SX300.jpg,tt6597210
791,LA to Vegas,Comedy,4175.0,7.1,2018,"An ensemble workplace comedy about a group of underdogs trying to find their place in the world,set on the Friday night flight from LAX to Vegas and the returning flight on Sunday,who all...",https://m.media-amazon.com/images/M/MV5BMTc3NDYyNzYxM15BMl5BanBnXkFtZTgwMzgxMjEzNDM@._V1_SX300.jpg,tt6484002
792,7 Days to Vegas,Comedy,460.0,5.2,2019,Inspired by a true story about Hollywood big shots who will bet on anything.,https://m.media-amazon.com/images/M/MV5BM2VhMmVmZmUtNWZmZC00ZmVkLTllNTYtMjQ5NzNmMjY4Y2M5XkEyXkFqcGdeQXVyNzcwOTIwMA@@._V1_SX300.jpg,tt6840554
793,California,Western,43.0,4.9,1963,Revolutionaries rise up against the Mexican government in California in 1841.,https://m.media-amazon.com/images/M/MV5BMDQ0YjYxOWMtZDE1OC00NGVjLWE5YzUtZmVjZDYxOTVmOGNjXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_SX300.jpg,tt0056896
797,The California Connection,Action,12.0,4.9,1973,N/A,N/A,tt0131246
798,California Split,Comedy,4776.0,7.2,1974,"When a casual gambler befriends a professional one,he begins to mirror his life,sending both deeper into the sleazy gambling world where the stakes keep getting bigger.",https://m.media-amazon.com/images/M/MV5BNjk5MzNjMDctYTdhNS00OWI0LWI2MzUtMDI3ODYwMDc5M2E3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0071269
799,The California Reich,Documentary,78.0,7.6,1975,A documentary about the Nazi party in America.,https://m.media-amazon.com/images/M/MV5BYWE5MDYwNjUtZGE5NC00YzRjLWExNWUtNWE2YzU2MjZkMzIzXkEyXkFqcGdeQXVyNjUzNTQ3NDA@._V1_SX300.jpg,tt0072757
800,California (1977),Drama,372.0,6.8,1977,"After the Civil War,Michael 'California' Random,is released from prison and goes to Missouri with his partner William. He is killed by bandits. California decides to return the belongings to his family and help them against outlaws.",https://m.media-amazon.com/images/M/MV5BOTI4NjYxZGYtN2QzNC00YTUxLWFiMmEtMTQ5YTcyMjU4M2M1XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,tt0075796
801,California Suite,Comedy,6203.0,6.2,1978,Misadventures of four groups of guests at the Beverly Hills Hotel.,https://m.media-amazon.com/images/M/MV5BYmNkMzA1NzgtMjhhMS00MGNiLThiNzktZDA0MTE5ZjZmMWUwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,tt0077289
802,California Dreaming,Comedy,509.0,6.0,1979,"Young T.T. comes from Chicago to spend the summer in California. He slowly becomes 'California-ized,' while learning about love and life in the Golden State.",https://m.media-amazon.com/images/M/MV5BNzc5MDc2Njc3OV5BMl5BanBnXkFtZTYwNjMyMjk5._V1_SX300.jpg,tt0078928
804,Rock Flashback: California Jam,N/A,27.0,8.7,1981,Recorded and aired live by ABC-TV on 6th April 1974 at the Ontario Speedway near Los Angeles CA. Video produced by Tony Edwards. One of the most controversial rock festivals of the ...,N/A,tt0259544
806,California Girls,Comedy,31.0,5.9,1983,"Disk jockey Mad Man Jack (AL MUSIC) needs to pump up his dwindling audiences at a local radio,and hits upon the idea of holding a competition to find California's most exciting girl. ...",https://m.media-amazon.com/images/M/MV5BZGU5Y2JjN2MtMjdkMi00ZjNiLWJjNmEtN2JiMzFkNjdiMTllXkEyXkFqcGdeQXVyNjgzNTU3OTE@._V1_SX300.jpg,tt0230063
807,California Cowboys,Action,34.0,4.9,1984,A young American is framed and thrown into a Mexican prison. His friends journey to Mexico to break him out.,https://www.imdb.com/title/tt0085508/mediaviewer/rm3821477632?ref_=tt_ov_i,tt0085508
808,A Death in California,Drama,131.0,6.6,1985,A Beverly Hills socialite embarks on a love/hate relationship with a psychotic businessman who murdered her fiance and then raped and terrorized her which leads to a bizarre trial.,https://m.media-amazon.com/images/M/MV5BMTM1NTA2NTUzN15BMl5BanBnXkFtZTcwNTM4NjYxNA@@._V1_SX300.jpg,tt0089004
812,The California Raisin Show,Animation,76.0,7.1,1989,N/A,N/A,tt0284709
813,Raisins Sold Out: The California Raisins II,Animation,38.0,7.4,1990,N/A,N/A,tt0261220
814,California Casanova,Comedy,97.0,6.0,1991,Stagehand at a nightclub falls for one of the performers. He wins her heart after taking lessons on suavity from a gigolo 'count'.,https://m.media-amazon.com/images/M/MV5BMjA0MTM4NzM1Nl5BMl5BanBnXkFtZTgwNzg2ODk1MDE@._V1_SX300.jpg,tt0101536
815,California Dreams,Comedy,1357.0,7.1,1992,"Living in California,a bunch of cool teenagers decide to form a rock band,the Dreams. Between gigs,they have to deal with real-life issues.",https://m.media-amazon.com/images/M/MV5BMjE3ODY3NTI3NV5BMl5BanBnXkFtZTcwNDgzNjIzMg@@._V1_SX300.jpg,tt0103380
818,California Heat,Comedy,32.0,5.4,1995,A lifeguard bets he can be true to just one woman.,N/A,tt0112617
821,Bajo California: El límite del tiempo,Drama,383.0,7.9,1998,"Damian is a married artist living in Los Angeles with his wife. After he accidentally hits a woman with his car and flees the scene,he seeks atonement and travels alone to Mexico,both to ...",https://m.media-amazon.com/images/M/MV5BMzdjZDMxYWEtOTYyZi00ZjlhLTg3YmMtNmUyNTk0OTAwMTcyXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_SX300.jpg,tt0168047
822,Hot Club California,Comedy,134.0,4.0,1999,"Three sisters find $100,000 and use it to get out of Detroit and go to California,so they go to their Uncle's club but find it a dead end. But a Detroit mob boss big shot has found out who...",https://m.media-amazon.com/images/M/MV5BZWVlYzdiODktOGU2OC00YThhLWJmYzgtYTJkODVmYmYxYzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5Nzc3NTU@._V1_SX300.jpg,tt0339174
823,Adventures in Wild California,Documentary,149.0,7.0,2000,"A visit to many of the places and people that give California its reputation as a place of extremes. Among the major segments: Sky surfing in the San Diego area; the movies,including a ...",https://m.media-amazon.com/images/M/MV5BMTczODYzMjU5Ml5BMl5BanBnXkFtZTcwOTY1OTMyMQ@@._V1_SX300.jpg,tt0244303
824,Going to California,Drama,135.0,8.0,2001,"Kevin,nicknamed Space,and buddy Hank decide to abandon the routine life to drive across the country. Whatever situation they encounter they adapt and their plans are defined by no rules,no map,just go.",https://m.media-amazon.com/images/M/MV5BMjA0NGQzZDAtMDVkZS00NmE2LWJlMTYtOTI2NzczYjhkMjgxXkEyXkFqcGdeQXVyMzkwOTAzNg@@._V1_SX300.jpg,tt0258620
825,Rancho California,N/A,11.0,7.0,2002,Documentary examining the racial 'off-worlds' and migrant camps of California's Mexican farm workers.,https://m.media-amazon.com/images/M/MV5BNjcxNTk3MzIxMl5BMl5BanBnXkFtZTcwMjEyNjMwMw@@._V1_SX300.jpg,tt0303385
827,A Century in Stone: The Eston and California Story,Documentary,20.0,8.8,2004,N/A,N/A,tt0414890
829,Red Hot Chili Peppers: Dani California,Short,79.0,7.3,2006,A promotional video of the Red Hot Chili Peppers' 2006 single 'Dani California.',https://m.media-amazon.com/images/M/MV5BMTA4M2RjMTAtZTcwYS00OTlkLWEwOTUtNzY5OTZhZTdkOTFhXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,tt6715622
830,King of California,Comedy,21680.0,6.6,2007,An unstable dad who after getting out of a mental institution tries to convince his daughter that there's Spanish gold buried somewhere under suburbia.,https://m.media-amazon.com/images/M/MV5BMzQxMzIzMjY3N15BMl5BanBnXkFtZTcwMDMzMjM1MQ@@._V1_SX300.jpg,tt0388182
831,Hotel California,Action,275.0,5.7,2008,"When TROY turned on crime boss DMITRI DEBARTOLLA he was forced to leave Los Angeles and lay low in Miami. After two years,and the loss of his leg in a shootout with a Cuban crime syndicate...",https://m.media-amazon.com/images/M/MV5BMTg2MzQ1ODA2OF5BMl5BanBnXkFtZTcwMjc5OTQ0MQ@@._V1_SX300.jpg,tt0866435
832,California On,Comedy,33.0,8.3,2009,"Street interviews by Comedian Kassem G on the Venice,California boardwalk.",N/A,tt2039501
